source_record_id,latitude,longitude,state,district,event_year,landslide_type,material_type,triggering,geology,source,source_dataset_version,region,inventory_id,validation_status,label,negative_basis,elevation_m,slope_deg,aspect_sin,aspect_cos,profile_curvature,relief_local_m,block
27227.0,10.07,77.06,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3249,gsi_inventory_record,1,,1445.0,2.49,0.44721,0.89443,-0.00118407,13.0,1541_201
26096.0,11.27212,76.15036,Kerala,Malappuram,0.0,Slide,Debris,Rainfall in mm,Insitu soil and weathered charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2229,gsi_inventory_record,1,,216.0,22.965,0.83904,0.54407,-0.00076205,106.0,1523_225
17291.0,10.322528,77.20825,Kerala,Idukki,0.0,Fall,Rock cum debris,Rainfall,Granitic gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3103,gsi_inventory_record,1,,523.0,25.163,0.5292,-0.8485,-0.00127815,104.0,1544_206
23761.0,9.887905,76.93925,Kerala,Idukki,0.0,Flow,Debris,Heavy rainfall,Hornblende biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3941,gsi_inventory_record,1,,688.0,10.501,0.81676,0.57698,-0.00311681,73.0,1538_197
27478.0,10.16,77.18,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3069,gsi_inventory_record,1,,1995.0,14.675,0.39776,-0.91749,0.00065989,65.0,1543_203
25893.0,10.6288,76.5319,Kerala,Palakkad,0.0,Slide,Debris,Rainfall,Garnet Gneiss of PGC,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2446,gsi_inventory_record,1,,123.0,24.748,0.46401,0.88583,-0.00115071,112.0,1530_212
24617.0,9.911038,76.970174,Kerala,Idukki,0.0,Slide,Soil,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3875,gsi_inventory_record,1,,446.0,16.318,0.3558,-0.93456,-0.00368647,65.0,1539_198
5592.0,11.562956,76.132781,Kerala,Wayanad,0.0,Slide,Debris,Rainfall,Gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1878,gsi_inventory_record,1,,857.0,11.344,-0.89304,0.44998,0.00048418,45.0,1522_231
27300.0,10.11,77.16,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3183,gsi_inventory_record,1,,1707.0,10.77,-0.48192,-0.87622,-0.00114089,48.0,1543_202
25445.0,10.537323,76.728492,Kerala,Palakkad,0.0,Slide,Rock cum debris,rainfall,Charnockite of Southern Granulite Complex,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2827,gsi_inventory_record,1,,1596.0,20.571,0.72537,-0.68836,0.00477596,107.0,1534_210
24554.0,9.848542,76.952419,Kerala,Idukki,0.0,Flow,Debris,Heavy rainfall,Charnockite and Hornblende biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3793,gsi_inventory_record,1,,821.0,17.467,-0.74154,-0.67091,0.00094784,75.0,1539_196
26089.0,10.509711,76.338167,Kerala,Thrissur,0.0,Slump,Debris,Heavy rainfall,Gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2515,gsi_inventory_record,1,,57.0,11.439,0.69325,-0.7207,-0.00142857,55.0,1526_210
27493.0,10.17,77.1,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3050,gsi_inventory_record,1,,1551.0,10.809,0.98936,0.14549,-0.00067883,49.0,1541_203
24645.0,10.02155,76.97403,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4279,gsi_inventory_record,1,,871.0,8.16,-0.0678,-0.9977,-0.00145918,32.0,1539_200
23853.0,9.953572,76.941889,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4117,gsi_inventory_record,1,,745.0,12.348,0.64081,0.7677,0.00301966,79.0,1538_199
27141.0,10.06,77.05,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Pink granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3306,gsi_inventory_record,1,,1650.0,14.391,-0.20028,0.97974,4.284e-05,54.0,1540_201
23330.0,9.9563,76.980757,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4164,gsi_inventory_record,1,,418.0,20.555,-0.40373,-0.91488,-0.0011636,92.0,1539_199
24983.0,9.884641,76.942413,Kerala,Idukki,0.0,Flow,Debris,Heavy rainfall,"Hornblende biotite gneiss , highly weathered",GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3935,gsi_inventory_record,1,,676.0,4.891,-0.81153,-0.5843,-0.00412534,55.0,1538_197
27234.0,10.04,77.12,Kerala,Idukki,2019.0,Slide,Debris,Rainfall,Pink granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3206,gsi_inventory_record,1,,1608.0,6.557,-0.2054,0.97868,-0.00018474,28.0,1542_200
8172.0,11.070167,76.641556,Kerala,Palakkad,2015.0,Flow,Debris,Rainfall,Weathered Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1505,gsi_inventory_record,1,,695.0,8.526,-0.63927,0.76898,-0.00261913,48.0,1532_221
26121.0,11.047271,76.399846,Kerala,Palakkad,0.0,Flow,Debris,rainfall,"Charnockite of SGC, Hornblende-Biotite gneiss of PGC",GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2303,gsi_inventory_record,1,,93.0,2.704,-1.0,-0.0,-0.00209643,17.0,1527_220
23858.0,9.920498,76.949252,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4125,gsi_inventory_record,1,,620.0,24.623,0.85155,0.52427,0.00097923,110.0,1538_198
6785.0,11.723611,75.809444,Kerala,Kozhikode,2009.0,Slide,Debris,Rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-66,gsi_inventory_record,1,,487.0,27.869,0.42289,-0.90618,0.00045607,116.0,1516_234
23345.0,9.80704,77.068331,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3525,gsi_inventory_record,1,,822.0,20.304,0.34536,0.93847,0.00144998,93.0,1541_196
5620.0,11.722778,75.7725,Kerala,Kozhikode,2009.0,Flow,Debris,Rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-76,gsi_inventory_record,1,,640.0,31.81,0.36946,-0.92925,-0.00294193,137.0,1515_234
24752.0,9.902491,76.952455,Kerala,Idukki,0.0,Flow,Debris,Heavy rainfall,Hornblende biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3902,gsi_inventory_record,1,,644.0,21.406,-0.58458,-0.81133,0.00055281,88.0,1539_198
25479.0,10.094928,77.048864,Kerala,Idukki,0.0,Slide,Debris,Heavy rainfall,"Calc granulite,weathered",GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3254,gsi_inventory_record,1,,1483.0,7.877,0.99388,0.11043,-0.00257559,63.0,1540_201
6906.0,11.396256,76.226561,Kerala,Malappuram,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2178,gsi_inventory_record,1,,167.0,10.052,0.53281,-0.84623,-0.00199598,47.0,1524_227
5712.0,11.364317,76.071747,Kerala,Kozhikode,0.0,Slide,Rock cum Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2116,gsi_inventory_record,1,,341.0,23.75,-0.60604,-0.79543,-0.00064104,108.0,1521_227
24733.0,9.85955,76.884399,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4006,gsi_inventory_record,1,,250.0,6.588,0.99819,-0.06013,-0.00125879,57.0,1537_197
23244.0,9.813075,76.876351,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3727,gsi_inventory_record,1,,460.0,26.084,-0.95891,-0.2837,-0.00306008,116.0,1537_196
23755.0,9.949909,77.133528,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3428,gsi_inventory_record,1,,967.0,10.894,-0.51237,-0.85876,0.00064552,41.0,1542_198
24637.0,9.998092,76.888033,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4093,gsi_inventory_record,1,,167.0,30.023,0.26678,0.96376,0.00070221,128.0,1537_199
5975.0,11.422797,76.382883,Kerala,Malappuram,0.0,Slide,Debris,Rainfall,Gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1847,gsi_inventory_record,1,,507.0,21.447,-0.98995,-0.14142,-0.00148462,81.0,1527_228
24639.0,9.995144,76.895,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4097,gsi_inventory_record,1,,166.0,31.422,0.39556,0.91844,-0.001715,140.0,1537_199
5859.0,11.520556,75.8725,Kerala,Kozhikode,1984.0,Flow,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-11,gsi_inventory_record,1,,377.0,29.293,0.38374,0.92344,0.0022644,123.0,1517_230
25750.0,10.94636,76.505947,Kerala,Palakkad,0.0,Slide,Debris,rainfall,"Granite, Acid Intrusive",GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2397,gsi_inventory_record,1,,123.0,20.555,0.22594,0.97414,-0.00250183,75.0,1530_218
6941.0,12.103969,75.513517,Kerala,Kannur,2015.0,Subsidence,Debris,Rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1157,gsi_inventory_record,1,,251.0,15.776,-0.06391,-0.99796,0.00047717,71.0,1510_242
5819.0,11.563889,75.899722,Kerala,Kozhikode,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1937,gsi_inventory_record,1,,354.0,25.709,-0.95484,-0.29712,-0.00084721,127.0,1517_231
23910.0,10.058896,76.941338,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Pink granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4247,gsi_inventory_record,1,,976.0,19.152,-0.77181,0.63585,-0.00559316,83.0,1538_201
25735.0,10.523768,76.6528,Kerala,Palakkad,0.0,Slide,Rock cum debris,Rainfall,Garnet Gneiss of PGC,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2741,gsi_inventory_record,1,,499.0,24.253,-0.74605,0.66589,-0.00107465,117.0,1533_210
23327.0,9.975343,76.996319,Kerala,Idukki,0.0,Slide,Soil,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3366,gsi_inventory_record,1,,485.0,22.842,0.75176,-0.65944,0.00131562,96.0,1539_199
25798.0,9.85097,76.945232,Kerala,Idukki,0.0,Slide,Debris,Heavy rainfall,Hornblende biotite gneiss weathered,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3752,gsi_inventory_record,1,,815.0,19.263,0.92599,0.37755,-0.00188158,72.0,1538_197
15838.0,10.421786,76.767506,Kerala,Palakkad,0.0,Slide,Debris,Rainfall,Granitic gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2710,gsi_inventory_record,1,,615.0,20.978,0.14852,0.98891,-0.00070436,80.0,1535_208
23443.0,9.629298,77.163697,Kerala,Idukki,0.0,Slide,Debris,Rainfall in mm,loose soil,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3616,gsi_inventory_record,1,,963.0,9.009,0.99862,-0.05256,0.00012497,36.0,1543_192
808.0,9.8027,76.8477,Kerala,Idukki,2010.0,Slide,Debris,Heavy rainfall 46mm,Overburden,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3714,gsi_inventory_record,1,,128.0,15.112,-0.82807,-0.56062,-0.00015665,64.0,1536_196
27238.0,10.09,77.08,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3231,gsi_inventory_record,1,,1596.0,6.67,0.60569,-0.7957,0.00124653,42.0,1541_201
24634.0,9.906342,76.966553,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3882,gsi_inventory_record,1,,592.0,31.589,0.32975,0.94407,-0.00131688,126.0,1539_198
24690.0,10.03203,76.933708,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4259,gsi_inventory_record,1,,898.0,18.593,-0.99915,-0.04129,0.00140396,66.0,1538_200
24433.0,9.949778,76.917913,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4109,gsi_inventory_record,1,,701.0,19.469,0.27109,0.96255,-0.00078392,84.0,1538_198
25953.0,9.870606,76.930808,Kerala,Idukki,0.0,Flow,Debris,Heavy rainfall,Hornblende biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3979,gsi_inventory_record,1,,838.0,13.267,0.72456,0.68921,-0.00047464,52.0,1538_197
27459.0,10.14,77.07,Kerala,Idukki,2018.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3037,gsi_inventory_record,1,,1743.0,14.1,-0.61929,-0.78517,-0.00084803,70.0,1541_202
25625.0,10.514993,76.722541,Kerala,Palakkad,0.0,Slide,Debris,rainfall,Charnockite of Southern Granulite Complex,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2708,gsi_inventory_record,1,,1022.0,25.033,-0.99627,-0.08624,0.00340321,119.0,1534_210
25621.0,10.526352,76.656767,Kerala,Palakkad,0.0,Slide,Debris,Rainfall,Garnet Gneiss of PGC,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2738,gsi_inventory_record,1,,635.0,30.181,-0.81438,0.58033,0.00071664,146.0,1533_210
25109.0,10.930683,76.641218,Kerala,Palakkad,0.0,Slide,Rock cum debris,Rainfall,Garnet-biotite gneiss of PGC,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2838,gsi_inventory_record,1,,1479.0,36.967,0.22513,-0.97433,0.00085411,159.0,1532_218
25545.0,11.55,76.0386,Kerala,Wayanad,0.0,Slide,Rock cum debris,Rainfall in mm,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2006,gsi_inventory_record,1,,771.0,13.364,0.97632,0.21631,-0.00460993,58.0,1520_231
810.0,11.0747,75.9013,Kerala,Malappuram,2007.0,Avalanche,Debris,Rainfall (85 mm) in last 24 hours,Charnockite gneiss with small bands of garnetiferous pyrozene granulite and magnetite quartzite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2291,gsi_inventory_record,1,,24.0,1.818,0.91915,-0.39392,-0.00029359,10.0,1518_221
6988.0,11.680556,75.937222,Kerala,Kozhikode,2007.0,Flow,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1924,gsi_inventory_record,1,,881.0,19.944,0.94157,0.33682,-0.00338941,70.0,1518_233
23333.0,9.837212,77.173549,Kerala,Idukki,0.0,Slide,Debris,Rainfall in mm, ,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3446,gsi_inventory_record,1,,929.0,20.289,-0.85282,-0.52221,-0.00207377,87.0,1543_196
8132.0,11.019092,76.664319,Kerala,Palakkad,1998.0,Slide,Debris,Rainfall,"Banded iron formation, Highly weathered",GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1473,gsi_inventory_record,1,,837.0,15.835,-0.96956,0.24484,-0.0044185,58.0,1533_220
25539.0,11.572944,76.045,Kerala,Wayanad,0.0,Slide,Debris,Rainfall in mm,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1999,gsi_inventory_record,1,,774.0,4.823,0.83957,-0.54325,-0.00296448,36.0,1520_231
25423.0,10.513456,76.705238,Kerala,Palakkad,0.0,Slide,Debris,rainfall,Charnockite of Southern Granulite Complex,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2727,gsi_inventory_record,1,,1035.0,25.552,0.99063,0.13654,-0.00010723,95.0,1534_210
5907.0,11.801975,75.907781,Kerala,Wayanad,0.0,Slide,Debris,Rainfall,Granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1243,gsi_inventory_record,1,,762.0,12.944,-0.71909,0.69492,-0.00208297,52.0,1518_236
23390.0,9.875848,76.848728,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4051,gsi_inventory_record,1,,479.0,22.565,0.45122,0.89241,-0.00014607,102.0,1536_197
25751.0,9.852183,76.962158,Kerala,Idukki,0.0,Slide,Debris,Heavy rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3776,gsi_inventory_record,1,,628.0,12.578,0.47929,0.87766,0.00191812,65.0,1539_197
23303.0,9.980202,77.000142,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3363,gsi_inventory_record,1,,479.0,26.795,0.8883,-0.45927,-0.00055015,104.0,1540_199
8170.0,11.082806,76.663083,Kerala,Palakkad,2015.0,Slide,Debris,Rainfall,Weathered Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1519,gsi_inventory_record,1,,580.0,15.413,0.97736,-0.21159,0.00177281,72.0,1533_221
23427.0,9.685096,77.05283,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3629,gsi_inventory_record,1,,884.0,26.63,-0.90576,0.4238,-0.00150271,121.0,1541_193
25853.0,11.546194,76.008861,Kerala,Wayanad,0.0,Flow,Debris,Rainfall in mm,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1965,gsi_inventory_record,1,,848.0,14.763,-0.56921,-0.82219,-0.00117376,75.0,1520_230
23314.0,9.634359,77.157909,Kerala,Idukki,0.0,Flow,Debris,Rainfall in mm, ,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3618,gsi_inventory_record,1,,1132.0,23.253,0.51069,-0.85977,-0.00130197,106.0,1543_192
7114.0,11.869411,75.794333,Kerala,Kannur,1978.0,Slide,Debris,Rainfall,Granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1180,gsi_inventory_record,1,,504.0,22.841,-0.49791,0.86723,0.0013089,105.0,1515_237
26153.0,11.979094,75.647503,Kerala,Kannur,0.0,Slide,Debris,Rainfall,"Grey gneiss / hornblende-biotite gneiss, Peninsular Gneissic Complex",GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1159,gsi_inventory_record,1,,85.0,17.007,0.04541,0.99897,0.00070908,83.0,1512_239
23423.0,9.811719,77.076298,Kerala,Idukki,0.0,Subsidence,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3522,gsi_inventory_record,1,,775.0,8.075,-0.39156,-0.92015,-0.00167378,39.0,1541_196
24478.0,10.011908,76.964396,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4205,gsi_inventory_record,1,,585.0,10.89,-0.32488,0.94576,-0.00304906,45.0,1539_200
23676.0,10.112005,76.933446,Kerala,Idukki,0.0,Slide,Rock cum debris,Rainfall,Pink granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4308,gsi_inventory_record,1,,725.0,20.854,-0.36825,-0.92973,-0.00182048,105.0,1538_202
25769.0,10.634153,76.517673,Kerala,Palakkad,0.0,Slide,Debris,rainfall,Garnet gneiss of Peninsular Gneissic Comples,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2469,gsi_inventory_record,1,,82.0,6.344,0.22486,0.97439,0.00035569,26.0,1530_212
24424.0,9.984653,76.912044,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4223,gsi_inventory_record,1,,238.0,28.191,0.29281,0.95617,0.0012373,116.0,1538_199
26053.0,11.5356,76.0215,Kerala,Wayanad,0.0,Slide,Soil,Heavy rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2059,gsi_inventory_record,1,,782.0,13.731,-0.64798,-0.76166,-0.00090177,53.0,1520_230
24647.0,10.022125,76.970194,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4276,gsi_inventory_record,1,,861.0,12.726,0.0861,-0.99629,-0.00250926,55.0,1539_200
25065.0,9.850162,76.96138,Kerala,Idukki,0.0,Slide,Debris,Heavy rainfall,Charnockite and Hornblende biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3789,gsi_inventory_record,1,,652.0,11.314,0.99961,0.02777,-0.00411474,58.0,1539_197
25903.0,11.063095,76.37715,Kerala,Palakkad,0.0,Slide,Debris,rainfall,Granite gneiss of PGC,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2298,gsi_inventory_record,1,,101.0,11.005,-0.69993,-0.71421,0.00081403,49.0,1527_221
27475.0,10.12,77.13,Kerala,Idukki,2019.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3043,gsi_inventory_record,1,,1613.0,8.508,0.37139,-0.92848,-0.00319561,42.0,1542_202
25404.0,9.340931,76.850644,Kerala,Pathanamthitta,0.0,Slide,Debris,"Rainfall, anthropogenic activity (Road cutting).",Weathered charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3698,gsi_inventory_record,1,,105.0,14.436,-0.72836,-0.6852,0.00028288,63.0,1537_186
8154.0,11.017189,76.664061,Kerala,Palakkad,1999.0,Slide,Earth,Rainfall,Weathered Granite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1475,gsi_inventory_record,1,,860.0,13.01,-0.94376,0.33062,-0.00029317,59.0,1533_220
27290.0,10.11,77.13,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3225,gsi_inventory_record,1,,1594.0,1.114,-1.0,-0.0,-0.0,7.0,1542_202
25434.0,10.527023,76.62514,Kerala,Palakkad,0.0,Slide,Rock cum debris,Rainfall,Charnockite of Southern Granulite Complex,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2775,gsi_inventory_record,1,,260.0,24.415,0.68536,0.7282,0.00039006,112.0,1532_210
24662.0,10.031718,76.912574,Kerala,Idukki,0.0,Flow,Debris,Rainfall,Biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4240,gsi_inventory_record,1,,746.0,24.089,-0.15532,-0.98786,-0.00182232,95.0,1538_200
24672.0,9.998928,76.942668,Kerala,Idukki,0.0,Slide,Debris,Rainfall,Hornblende-biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4217,gsi_inventory_record,1,,792.0,6.599,0.08404,0.99646,0.00110981,29.0,1538_199
23463.0,9.974056,76.829891,Kerala,Idukki,0.0,Subsidence,Debris,Rainfall,Banded iron formation,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-4054,gsi_inventory_record,1,,390.0,14.403,-0.77875,-0.62733,0.00038033,67.0,1536_199
25241.0,9.885613,76.933776,Kerala,Idukki,0.0,Flow,Debris,Heavy rainfall,Charnockite and Hornblende biotite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-3987,gsi_inventory_record,1,,733.0,14.864,0.95768,0.28783,-0.00062629,65.0,1538_197
7059.0,11.477667,76.04075,Kerala,Kozhikode,0.0,Flow,Debris,Rainfall,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-2045,gsi_inventory_record,1,,381.0,16.598,-0.59177,-0.80611,-0.00120063,87.0,1520_229
8131.0,11.020853,76.665867,Kerala,Palakkad,0.0,Slide,Earth,Rainfall,Weathered Granite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1474,gsi_inventory_record,1,,840.0,11.737,-0.86906,0.4947,-0.00253992,54.0,1533_220
25493.0,11.580555,76.0625,Kerala,Wayanad,0.0,Slide,Rock cum debris,Rainfall in mm,Charnockite,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1989,gsi_inventory_record,1,,789.0,4.92,-0.17747,-0.98413,-0.00094236,29.0,1521_231
6794.0,11.835667,75.889422,Kerala,Wayanad,1976.0,Slide,Debris,Rainfall,Granite gneiss,GSI (via bharatlas),GSI_Landslide_Inventory.parquet,western_ghats,GSI-1247,gsi_inventory_record,1,,804.0,17.145,0.28363,0.95893,-0.0023689,63.0,1517_236
